Feb 14 06:50:09 voag uv[798833]: 06:50:09 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=dc7390de-7fa4-41c5-93c5-4f68f8359f11; skipping analysis
Feb 14 07:10:20 voag uv[798833]: 07:10:20 | INFO    | api.services.call_service | Call routing: +919133481107 -> 09133481107 (carrier: Sasya Spaces IN)
Feb 14 07:10:20 voag uv[798833]: 07:10:20 | INFO    | db.storage.numbers | Found number: id=2d494b22-3534-47e1-9943-b64aeefda83a, phone=+918634515070
Feb 14 07:10:20 voag uv[798833]: 07:10:20 | DEBUG   | api.services.call_service | Resolved from_number +918634515070 to from_number_id=2d494b22-3534-47e1-9943-b64aeefda83a
Feb 14 07:10:20 voag uv[798833]: 07:10:20 | INFO    | db.storage.calls | Created call log: id=9a1a5baf-b8aa-43c4-a158-766bf786301b, tenant=734cd516-e252-4728-9c52-4663ee552653, direction=outbound
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | api.services.call_service | Dispatched call: room=call-batch-55e24eb1e1ab4ae2ba1d560d62ff8c62-07944df1, dispatch_id=AD_A4T7XRBrqxJ3, call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b, to=+919133481107
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | DEBUG   | db.storage.leads | No lead found for phone: +919246342767
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | db.storage.leads | Creating new lead for phone: +919246342767
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | db.storage.leads | Created new lead: id=fc28c3cc-c194-47d1-a0fd-6790234674a1, phone=+919246342767
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | api.services.call_service | [Education] Vertical check: tenant_id=734cd516..., is_education=False
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | utils.call_routing | Call routing: carrier=Sasya Spaces IN, original=+919246342767, formatted=09246342767, country=india        
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | api.services.call_service | Call routing: +919246342767 -> 09246342767 (carrier: Sasya Spaces IN)
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | db.storage.numbers | Found number: id=2d494b22-3534-47e1-9943-b64aeefda83a, phone=+918634515070
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | DEBUG   | api.services.call_service | Resolved from_number +918634515070 to from_number_id=2d494b22-3534-47e1-9943-b64aeefda83a
Feb 14 07:10:23 voag uv[798833]: 07:10:23 | INFO    | db.storage.calls | Created call log: id=799ec896-ee0a-499e-a7bf-cd0a0e684935, tenant=734cd516-e252-4728-9c52-4663ee552653, direction=outbound
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | api.services.call_service | Dispatched call: room=call-batch-55e24eb1e1ab4ae2ba1d560d62ff8c62-c7e23a62, dispatch_id=AD_mDuR9ik8FSzY, call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935, to=+919246342767
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | DEBUG   | db.storage.leads | No lead found for phone: +919490266644
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | db.storage.leads | Creating new lead for phone: +919490266644
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | db.storage.leads | Created new lead: id=6ea32611-3e7f-42ee-a361-e63784807d53, phone=+919490266644
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | api.services.call_service | [Education] Vertical check: tenant_id=734cd516..., is_education=False
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | utils.call_routing | Call routing: carrier=Sasya Spaces IN, original=+919490266644, formatted=09490266644, country=india        
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | api.services.call_service | Call routing: +919490266644 -> 09490266644 (carrier: Sasya Spaces IN)
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | db.storage.numbers | Found number: id=2d494b22-3534-47e1-9943-b64aeefda83a, phone=+918634515070
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | DEBUG   | api.services.call_service | Resolved from_number +918634515070 to from_number_id=2d494b22-3534-47e1-9943-b64aeefda83a
Feb 14 07:10:25 voag uv[798833]: 07:10:25 | INFO    | db.storage.calls | Created call log: id=4e35f4a3-49c0-4c23-a148-453e7b6883ad, tenant=734cd516-e252-4728-9c52-4663ee552653, direction=outbound
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | api.services.call_service | Dispatched call: room=call-batch-55e24eb1e1ab4ae2ba1d560d62ff8c62-0215e4df, dispatch_id=AD_vY7nP6cLsKYT, call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad, to=+919490266644
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | DEBUG   | db.storage.leads | No lead found for phone: +919490594649
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | db.storage.leads | Creating new lead for phone: +919490594649
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | db.storage.leads | Created new lead: id=5be0cf2b-2947-4eea-9f96-030991fc85e7, phone=+919490594649
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | api.services.call_service | [Education] Vertical check: tenant_id=734cd516..., is_education=False
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | utils.call_routing | Call routing: carrier=Sasya Spaces IN, original=+919490594649, formatted=09490594649, country=india        
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | api.services.call_service | Call routing: +919490594649 -> 09490594649 (carrier: Sasya Spaces IN)
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | db.storage.numbers | Found number: id=2d494b22-3534-47e1-9943-b64aeefda83a, phone=+918634515070
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | DEBUG   | api.services.call_service | Resolved from_number +918634515070 to from_number_id=2d494b22-3534-47e1-9943-b64aeefda83a
Feb 14 07:10:28 voag uv[798833]: 07:10:28 | INFO    | db.storage.calls | Created call log: id=751e7ea3-bac2-43c3-a285-df4698da69c5, tenant=734cd516-e252-4728-9c52-4663ee552653, direction=outbound
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | api.services.call_service | Dispatched call: room=call-batch-55e24eb1e1ab4ae2ba1d560d62ff8c62-5a8502be, dispatch_id=AD_DWxyvgDPzAQc, call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5, to=+919490594649
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | DEBUG   | db.storage.leads | No lead found for phone: +919440753502
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | db.storage.leads | Creating new lead for phone: +919440753502
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | db.storage.leads | Created new lead: id=0dcd3400-2d2d-4169-8eb8-41098019b8b5, phone=+919440753502
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | api.services.call_service | [Education] Vertical check: tenant_id=734cd516..., is_education=False
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | utils.call_routing | Call routing: carrier=Sasya Spaces IN, original=+919440753502, formatted=09440753502, country=india        
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | api.services.call_service | Call routing: +919440753502 -> 09440753502 (carrier: Sasya Spaces IN)
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | db.storage.numbers | Found number: id=2d494b22-3534-47e1-9943-b64aeefda83a, phone=+918634515070
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | DEBUG   | api.services.call_service | Resolved from_number +918634515070 to from_number_id=2d494b22-3534-47e1-9943-b64aeefda83a
Feb 14 07:10:30 voag uv[798833]: 07:10:30 | INFO    | db.storage.calls | Created call log: id=a4b13ca4-e96e-4a24-bf27-f7682fd49936, tenant=734cd516-e252-4728-9c52-4663ee552653, direction=outbound
Feb 14 07:10:32 voag uv[798833]: 07:10:32 | INFO    | api.services.call_service | Dispatched call: room=call-batch-55e24eb1e1ab4ae2ba1d560d62ff8c62-70739cab, dispatch_id=AD_sWffxum2FM8G, call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936, to=+919440753502
Feb 14 07:11:02 voag uv[798833]: 07:11:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 15 entries (30s elapsed)
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | INFO    | api.routes.batch | Updated batch entry 91fd6273-6a79-4458-8037-3a365fe5ffa6 to status=completed
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=877, failed=0, done_entries=877
Feb 14 07:11:14 voag uv[798833]: INFO:     127.0.0.1:43154 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | INFO    | api.routes.analysis | Analysis request received for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.029s)
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | WARNING | analysis.merged_analytics | Insufficient user text for sentiment analysis
Feb 14 07:11:14 voag uv[798833]: INFO:     127.0.0.1:43160 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:11:14 voag uv[798833]: 07:11:14 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.038s)
Feb 14 07:11:29 voag uv[798833]: 07:11:29 | WARNING | analysis.merged_analytics | JSON parsing failed - using hybrid fallback to extract data from text
Feb 14 07:11:32 voag uv[798833]: 07:11:32 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 15 entries (60s elapsed)
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | INFO    | utils.vertical_routing | Vertical routing: tenant_id=734cd516-e252-4728-9c52-4663ee552653, vertical=realestate
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | INFO    | utils.vertical_routing | Realestate vertical detected but not yet implemented
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | DEBUG   | post_call_analysis.runner | Vertical routing: call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87 not routed (vertical=realestate, reason=Realestate vertical not yet implemented)
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | DEBUG   | api.routes.analysis | Post-call analysis completed successfully for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:11:34 voag uv[798833]: 07:11:34 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:36 voag uv[798833]: 07:11:36 | WARNING | analysis.lead_bookings_extractor | No explicit confirmed time found after all extraction attempts for call a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:36 voag uv[798833]: 07:11:36 | WARNING | analysis.schedule_calculator | Callback requested but no callback_time provided - will use Stage 2 grade-based schedule
Feb 14 07:11:36 voag uv[798833]: 07:11:36 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:11:36 voag uv[798833]: 07:11:36 | INFO    | db.storage.leads | Assigned lead 2783f403-a391-45bb-9a19-3c360876b6b4 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:11:36 voag uv[798833]: 07:11:36 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:11:36 voag uv[798833]: 07:11:36 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=a6aab95a-5dcf-4073-9aa9-4daab3a42b87
Feb 14 07:12:02 voag uv[798833]: 07:12:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 15 entries (90s elapsed)
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | INFO    | api.routes.batch | Updated batch entry 0726852c-649c-4530-a6be-8a9cb6facafb to status=completed
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=878, failed=0, done_entries=878
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | INFO    | api.routes.analysis | Analysis request received for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896; skipping analysis
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:03 voag uv[798833]: INFO:     127.0.0.1:45452 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:12:03 voag uv[798833]: INFO:     127.0.0.1:45464 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.030s)
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.032s)
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 1f942f6e-2e49-4a68-ac1b-ed3b9d533896 - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:12:03+04:00
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | INFO    | db.storage.leads | Assigned lead 769e2862-5e00-477f-816b-b300040c1982 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:03 voag uv[798833]: 07:12:03 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=1f942f6e-2e49-4a68-ac1b-ed3b9d533896
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | INFO    | api.routes.batch | Updated batch entry df54857f-77da-4112-9fc4-d4793a4ac953 to status=completed
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=879, failed=0, done_entries=879
Feb 14 07:12:08 voag uv[798833]: INFO:     127.0.0.1:58234 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:12:08 voag uv[798833]: INFO:     127.0.0.1:58242 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.031s)
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | INFO    | api.routes.analysis | Analysis request received for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.007s)
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=7909c862-b746-4402-803a-966c009e221f; skipping analysis
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 7909c862-b746-4402-803a-966c009e221f - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:12:08+04:00
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | INFO    | db.storage.leads | Assigned lead 8517d93d-95d5-43e2-8f11-2fa9606174e2 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:08 voag uv[798833]: 07:12:08 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=7909c862-b746-4402-803a-966c009e221f
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | INFO    | api.routes.batch | Updated batch entry be53aa25-4c94-45c7-9cdc-458c427de1e8 to status=completed
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=880, failed=0, done_entries=880
Feb 14 07:12:17 voag uv[798833]: INFO:     127.0.0.1:40296 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | INFO    | api.routes.analysis | Analysis request received for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5; skipping analysis
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.354s)
Feb 14 07:12:17 voag uv[798833]: INFO:     127.0.0.1:40308 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.355s)
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 56486a39-43ab-46fb-91e0-56bdb78307d5 - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:12:17+04:00
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | INFO    | db.storage.leads | Assigned lead a249e946-b7db-452e-a229-391d65973beb to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:17 voag uv[798833]: 07:12:17 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=56486a39-43ab-46fb-91e0-56bdb78307d5
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | INFO    | api.routes.batch | Updated batch entry 41bce86d-96b0-46fa-9703-dd1d93e896e9 to status=completed
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=881, failed=0, done_entries=881
Feb 14 07:12:18 voag uv[798833]: INFO:     127.0.0.1:40316 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.121s)
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | INFO    | api.routes.analysis | Analysis request received for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | WARNING | analysis.merged_analytics | Insufficient user text for sentiment analysis
Feb 14 07:12:18 voag uv[798833]: INFO:     127.0.0.1:40332 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:12:18 voag uv[798833]: 07:12:18 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.012s)
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | INFO    | api.routes.analysis | Analysis request received for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad; skipping analysis
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | INFO    | api.routes.batch | Updated batch entry 36a89260-b63c-445f-a187-58b484a2028f to status=completed
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 4e35f4a3-49c0-4c23-a148-453e7b6883ad - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=882, failed=0, done_entries=882
